ensg	credDC	credDC.maxCADD	credDC.maxPIP	credDC.minP	credDC.loci	cred_eQTL	cred_eQTL.ts	cred_eQTL.maxPIP	cred_eQTL.minP	cred_eQTL.loci	gwsDC	gwsDC.maxCADD	gwsDC.minP	gwsDC.loci	gws_eQTL	gws_eQTL.ts	gws_eQTL.minP	gws_eQTL.loci
ENSG00000214756	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Cerebellum	0.642481	1.531e-15	371	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130783	NA	NA	NA	NA	NA	5	GTEx/v8/Brain_Cerebellum	1	2.163e-22	408	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166170	NA	NA	NA	NA	NA	4	GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Liver	1	6.854e-15	449	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000169856	NA	NA	NA	NA	NA	2	GTEx/v8/Brain_Cerebellum	0.289483	4.749e-08	456	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000177752	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Cortex	0.178851	2.467e-08	145	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000156687	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Frontal_Cortex_BA9	0.757983	1.001e-10	279	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000017260	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	0.69094	4.22e-10	120	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000167191	NA	NA	NA	NA	NA	2	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	0.149334	8.43e-20	476	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000174080	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Putamen_basal_ganglia	0.400062	2.106e-16	372	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000087191	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Putamen_basal_ganglia	0.409012	5.102e-16	504	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000054219	NA	NA	NA	NA	NA	1	GTEx/v8/Brain_Spinal_cord_cervical_c-1	0.127381	6.987e-13	78	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107105	NA	NA	NA	NA	NA	2	GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Nerve_Tibial:GTEx/v8/Stomach:GTEx/v8/Thyroid	0.147226	2.943e-15	312	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137871	NA	NA	NA	NA	NA	3	GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Pancreas	1	2.04e-10	457	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000158158	NA	NA	NA	NA	NA	2	GTEx/v8/Cells_Cultured_fibroblasts	0.174927	2.809e-12	62	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000153246	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Nerve_Tibial	0.127381	6.987e-13	78	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000014824	NA	NA	NA	NA	NA	6	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Muscle_Skeletal	1	8.325e-08	144	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000050748	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_Cultured_fibroblasts	0.120236	3.59e-09	201	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124782	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_Cultured_fibroblasts	0.165882	5.482e-09	202	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112578	NA	NA	NA	NA	NA	5	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Spleen	0.157103	3.236e-14	214	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000181135	NA	NA	NA	NA	NA	3	GTEx/v8/Cells_Cultured_fibroblasts	0.201292	1.16e-11	302	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000011454	NA	NA	NA	NA	NA	4	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Nerve_Tibial	1	2.36e-21	323	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000198879	NA	NA	NA	NA	NA	6	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Pancreas	1	3.008e-08	332	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000140443	NA	NA	NA	NA	NA	3	GTEx/v8/Cells_Cultured_fibroblasts	0.217288	1.956e-08	468	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125166	NA	NA	NA	NA	NA	2	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Pituitary:GTEx/v8/Testis:GTEx/v8/Whole_Blood	0.559692	1.439e-08	485	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000186187	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	0.174454	3.805e-08	489	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103257	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Lung	0.582217	2.051e-09	493	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130702	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_Cultured_fibroblasts	0.665484	3.888e-10	542	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105699	NA	NA	NA	NA	NA	1	GTEx/v8/Cells_EBV-transformed_lymphocytes	0.235895	3.248e-08	524	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000044115	NA	NA	NA	NA	NA	1	GTEx/v8/Colon_Sigmoid:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	0.965742	8.635e-14	188	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000137574	NA	NA	NA	NA	NA	3	GTEx/v8/Colon_Sigmoid	0.935201	1.248e-08	281	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104522	NA	NA	NA	NA	NA	3	GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas	0.201292	1.16e-11	302	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130921	NA	NA	NA	NA	NA	6	GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis	1	2.163e-22	408	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000151322	NA	NA	NA	NA	NA	3	GTEx/v8/Colon_Sigmoid:GTEx/v8/Testis:GTEx/v8/Thyroid	0.462684	1.84e-16	433	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105852	NA	NA	NA	NA	NA	1	GTEx/v8/Colon_Transverse	0.576461	3.115e-09	253	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000085721	NA	NA	NA	NA	NA	1	GTEx/v8/Colon_Transverse:GTEx/v8/Heart_Left_Ventricle	0.155105	3.748e-08	475	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166816	NA	NA	NA	NA	NA	1	GTEx/v8/Colon_Transverse	0.174454	3.805e-08	489	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000141431	NA	NA	NA	NA	NA	2	GTEx/v8/Colon_Transverse	0.316979	3.187e-16	512	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130701	NA	NA	NA	NA	NA	1	GTEx/v8/Colon_Transverse	0.665484	3.888e-10	542	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000162368	NA	NA	NA	NA	NA	4	GTEx/v8/Esophagus_Mucosa	0.127812	2.093e-08	11	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000119866	NA	NA	NA	NA	NA	1	GTEx/v8/Esophagus_Mucosa	0.10945	9.36e-18	55	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106976	NA	NA	NA	NA	NA	2	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Skin_Sun_Exposed_Lower_leg	0.539883	1.746e-09	324	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000089693	NA	NA	NA	NA	NA	1	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis	0.992723	8.253e-17	386	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000183955	NA	NA	NA	NA	NA	6	GTEx/v8/Esophagus_Mucosa:GTEx/v8/Muscle_Skeletal	1	2.163e-22	408	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000167536	NA	NA	NA	NA	NA	3	GTEx/v8/Esophagus_Mucosa	0.596654	5.701e-10	497	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104524	NA	NA	NA	NA	NA	3	GTEx/v8/Esophagus_Muscularis	0.201292	1.16e-11	302	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000157045	NA	NA	NA	NA	NA	1	GTEx/v8/Esophagus_Muscularis:GTEx/v8/Testis	0.155105	3.748e-08	475	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000143436	NA	NA	NA	NA	NA	2	GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Skin_Sun_Exposed_Lower_leg	0.276713	7.044e-09	29	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000169764	NA	NA	NA	NA	NA	2	GTEx/v8/Heart_Atrial_Appendage	0.163615	1.011e-09	56	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105695	NA	NA	NA	NA	NA	1	GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Nerve_Tibial	0.235895	3.248e-08	524	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000197381	NA	NA	NA	NA	NA	1	GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle	0.179423	9.36e-12	546	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000178796	NA	NA	NA	NA	NA	2	GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal	0.276713	7.044e-09	29	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000182134	NA	NA	NA	NA	NA	1	GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal	0.276713	7.044e-09	29	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000085382	NA	NA	NA	NA	NA	2	GTEx/v8/Heart_Left_Ventricle	0.129868	1.409e-16	226	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000165626	NA	NA	NA	NA	NA	1	GTEx/v8/Heart_Left_Ventricle	0.208135	1.208e-10	333	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000165637	NA	NA	NA	NA	NA	3	GTEx/v8/Heart_Left_Ventricle	0.333906	1.2e-11	343	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000139874	NA	NA	NA	NA	NA	2	GTEx/v8/Heart_Left_Ventricle	0.279489	2.446e-08	435	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103034	NA	NA	NA	NA	NA	2	GTEx/v8/Heart_Left_Ventricle	0.559692	1.439e-08	485	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000143195	NA	NA	NA	NA	NA	1	GTEx/v8/Liver	0.103069	1.066e-10	31	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000172478	NA	NA	NA	NA	NA	3	GTEx/v8/Liver	0.659909	1.704e-08	94	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000007402	NA	NA	NA	NA	NA	6	GTEx/v8/Liver:GTEx/v8/Pancreas	1	1.035e-19	106	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000148337	NA	NA	NA	NA	NA	2	GTEx/v8/Liver	0.539883	1.746e-09	324	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000143167	NA	NA	NA	NA	NA	1	GTEx/v8/Lung	0.103069	1.066e-10	31	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000085265	NA	NA	NA	NA	NA	1	GTEx/v8/Lung	0.172341	2.881e-08	329	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000163281	NA	NA	NA	NA	NA	1	GTEx/v8/Minor_Salivary_Gland	0.178851	2.467e-08	145	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000172318	NA	NA	NA	NA	NA	1	GTEx/v8/Muscle_Skeletal	0.609283	1.958e-09	80	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000136603	NA	NA	NA	NA	NA	2	GTEx/v8/Muscle_Skeletal	0.601006	1.245e-06	128	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106392	NA	NA	NA	NA	NA	2	GTEx/v8/Muscle_Skeletal	0.616047	4.141e-09	237	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104529	NA	NA	NA	NA	NA	3	GTEx/v8/Muscle_Skeletal	0.201292	1.16e-11	302	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000119408	NA	NA	NA	NA	NA	1	GTEx/v8/Muscle_Skeletal	1	1.176e-08	323	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110675	NA	NA	NA	NA	NA	10	GTEx/v8/Muscle_Skeletal	0.999999	4.403e-08	378	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000157087	NA	NA	NA	NA	NA	2	GTEx/v8/Nerve_Tibial:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	0.50108	6.456e-21	99	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000128594	NA	NA	NA	NA	NA	2	GTEx/v8/Nerve_Tibial	0.149543	1.208e-10	265	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105894	NA	NA	NA	NA	NA	1	GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid	0.103441	1.438e-10	268	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000156467	NA	NA	NA	NA	NA	1	GTEx/v8/Nerve_Tibial	0.152727	5.194e-08	295	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000051825	NA	NA	NA	NA	NA	11	GTEx/v8/Nerve_Tibial	1	2.163e-22	408	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000165801	NA	NA	NA	NA	NA	1	GTEx/v8/Nerve_Tibial	0.859197	3.717e-08	432	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000140525	NA	NA	NA	NA	NA	2	GTEx/v8/Nerve_Tibial	0.782232	2.25e-06	463	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000176155	NA	NA	NA	NA	NA	1	GTEx/v8/Nerve_Tibial	0.885511	1.155e-13	508	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000012124	NA	NA	NA	NA	NA	1	GTEx/v8/Nerve_Tibial	0.235895	3.248e-08	524	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000126266	NA	NA	NA	NA	NA	1	GTEx/v8/Nerve_Tibial	0.235895	3.248e-08	524	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130669	NA	NA	NA	NA	NA	3	GTEx/v8/Nerve_Tibial	0.195597	2.099e-08	526	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000162881	NA	NA	NA	NA	NA	2	GTEx/v8/Pancreas	0.785523	4.342e-08	48	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000197584	NA	NA	NA	NA	NA	1	GTEx/v8/Pancreas	0.396069	1.862e-09	132	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111300	NA	NA	NA	NA	NA	1	GTEx/v8/Pancreas	0.218209	6.111e-11	405	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000188803	NA	NA	NA	NA	NA	2	GTEx/v8/Pancreas	0.479669	9.042e-10	495	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000008283	NA	NA	NA	NA	NA	1	GTEx/v8/Pancreas	0.409012	5.102e-16	504	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000131095	NA	NA	NA	NA	NA	1	GTEx/v8/Pituitary	0.107695	8.133e-18	501	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000121753	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Thyroid	0.323869	2.364e-11	5	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117016	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Whole_Blood	0.495824	3.558e-12	10	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000130294	NA	NA	NA	NA	NA	3	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	0.659909	1.704e-08	94	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000145335	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	0.666649	1.892e-19	150	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166483	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	0.104507	3.153e-10	361	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000197915	NA	NA	NA	NA	NA	2	GTEx/v8/Skin_Sun_Exposed_Lower_leg	0.276713	7.044e-09	29	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000183783	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Sun_Exposed_Lower_leg	0.178851	2.467e-08	145	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000078403	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Sun_Exposed_Lower_leg	0.15959	3.743e-15	334	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166166	NA	NA	NA	NA	NA	6	GTEx/v8/Skin_Sun_Exposed_Lower_leg	1	6.854e-15	449	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000167721	NA	NA	NA	NA	NA	1	GTEx/v8/Skin_Sun_Exposed_Lower_leg	0.245614	4.715e-10	494	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135298	NA	NA	NA	NA	NA	1	GTEx/v8/Spleen	0.101716	7.074e-09	217	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000127995	NA	NA	NA	NA	NA	2	GTEx/v8/Spleen:GTEx/v8/Testis	0.576461	3.115e-09	253	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103264	NA	NA	NA	NA	NA	1	GTEx/v8/Spleen	0.582217	2.051e-09	493	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000204104	NA	NA	NA	NA	NA	4	GTEx/v8/Testis	0.256035	7.46e-14	93	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000163377	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.176545	1.246e-09	108	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000146090	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.120236	3.59e-09	201	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000203727	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.799259	1.075e-14	230	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000185737	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.200029	7.935e-09	345	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000089234	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.218209	6.111e-11	405	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000169327	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.859197	3.717e-08	432	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000063761	NA	NA	NA	NA	NA	1	GTEx/v8/Testis	0.112349	3.594e-09	440	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103449	NA	NA	NA	NA	NA	2	GTEx/v8/Testis	0.563802	3.878e-20	480	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000228008	NA	NA	NA	NA	NA	8	GTEx/v8/Thyroid	1	1.035e-19	106	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000154928	NA	NA	NA	NA	NA	2	GTEx/v8/Thyroid	0.532353	9.713e-09	121	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000049883	NA	NA	NA	NA	NA	1	GTEx/v8/Thyroid	0.404547	1.108e-09	172	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107249	NA	NA	NA	NA	NA	2	GTEx/v8/Thyroid	0.37985	6.408e-09	304	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000149679	NA	NA	NA	NA	NA	1	GTEx/v8/Vagina	0.665484	3.888e-10	542	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000075568	NA	NA	NA	NA	NA	2	GTEx/v8/Whole_Blood	0.174927	2.809e-12	62	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000019169	NA	NA	NA	NA	NA	3	GTEx/v8/Whole_Blood	0.126986	9.744e-08	67	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000134986	NA	NA	NA	NA	NA	1	GTEx/v8/Whole_Blood	0.663103	3.906e-09	183	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000172543	NA	NA	NA	NA	NA	4	GTEx/v8/Whole_Blood	0.236427	7.603e-13	372	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000174483	NA	NA	NA	NA	NA	1	GTEx/v8/Whole_Blood	0.400062	2.106e-16	372	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000174516	NA	NA	NA	NA	NA	1	GTEx/v8/Whole_Blood	0.400062	2.106e-16	372	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000171763	NA	NA	NA	NA	NA	2	GTEx/v8/Whole_Blood	0.221252	3.874e-08	453	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000049246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10.08	1.344e-08	2	NA	NA	NA	NA
ENSG00000143369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.135	2.299e-08	28	35	PsychENCODE_eQTLs	1.849e-08	28
ENSG00000143333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.299	2.009e-09	33	NA	NA	NA	NA
ENSG00000178074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3.199e-09	87	NA	NA	NA	NA
ENSG00000138442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15.63	9.139e-11	88	NA	NA	NA	NA
ENSG00000138380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.747	8.392e-11	88	NA	NA	NA	NA
ENSG00000160746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.47	8.329e-09	105	NA	NA	NA	NA
ENSG00000144821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.004	4.484e-09	117	17	PsychENCODE_eQTLs	2.183e-09	117
ENSG00000109805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10.85	1.111e-12	139	NA	NA	NA	NA
ENSG00000168769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002	2.995e-15	155	39	GTEx/v8/Cells_Cultured_fibroblasts	2.562e-16	155
ENSG00000145723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.696	1.97e-09	180	NA	NA	NA	NA
ENSG00000184838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	26.6	4.093e-10	185	27	PsychENCODE_eQTLs	4.679e-12	185
ENSG00000249034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13.72	4.757e-08	189	NA	NA	NA	NA
ENSG00000087206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	22.9	1.996e-09	200	NA	NA	NA	NA
ENSG00000197935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.39	2.343e-09	207	NA	NA	NA	NA
ENSG00000204702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	35	4.616e-09	207	NA	NA	NA	NA
ENSG00000204700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.077	3.629e-08	207	NA	NA	NA	NA
ENSG00000204655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002	6.812e-10	207	NA	NA	NA	NA
ENSG00000204610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	23.9	2.536e-08	207	NA	NA	NA	NA
ENSG00000234745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3.153e-10	208	NA	NA	NA	NA
ENSG00000204511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15.44	4.993e-08	208	NA	NA	NA	NA
ENSG00000198563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	6.39e-09	208	NA	NA	NA	NA
ENSG00000112139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	28.8	9.972e-11	212	NA	NA	NA	NA
ENSG00000124767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	16.27	5.428e-09	212	NA	NA	NA	NA
ENSG00000188107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	17.85	6.139e-11	216	NA	NA	NA	NA
ENSG00000112249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	19.95	1.203e-11	225	NA	NA	NA	NA
ENSG00000106460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	21.4	5.506e-12	238	125	GTEx/v8/Adrenal_Gland:GTEx/v8/Brain_Cerebellum:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Pancreas:GTEx/v8/Stomach:GTEx/v8/Whole_Blood	1.515e-12	238
ENSG00000164645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.001	5.268e-09	252	NA	NA	NA	NA
ENSG00000188938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.051	1.39e-19	318	101	GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse	2.53e-21	318
ENSG00000048828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2.28e-09	318	221	eQTLGen_cis_eQTLs	2.53e-21	318
ENSG00000136874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	23.4	6.284e-10	319	NA	NA	NA	NA
ENSG00000130720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7.065	7.655e-10	326	NA	NA	NA	NA
ENSG00000148843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	25.6	3.823e-09	348	83	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid:GTEx/v8/Whole_Blood	6.722e-10	348
ENSG00000070081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	17.24	7.132e-09	362	112	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Colon_Transverse	8.236e-13	362
ENSG00000213619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.131	2.42e-14	368	322	PsychENCODE_eQTLs:GTEx/v8/Cells_Cultured_fibroblasts	3.54e-16	368
